App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5812547,HDR,08/16/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5798375,HDR,06/15/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5801657,HDR,06/29/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5817357,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5815390,HDR,08/29/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5806924,HDR,07/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813507,HDR,08/21/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5808826,HDR,08/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811804,HDR,08/14/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5807671,HDR,07/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5795411,HDR,06/03/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5809697,HDR,08/04/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5814522,HDR,08/25/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5798769,HDR,06/16/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5818270,HDR,09/12/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5805728,HDR,07/18/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5821112,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820101,HDR,09/19/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5809195,HDR,08/02/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819535,HDR,09/18/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820449,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810573,HDR,08/08/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803067,HDR,07/07/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803452,HDR,07/09/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816830,HDR,09/06/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5817578,HDR,09/08/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5815096,HDR,08/28/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808720,HDR,08/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811732,HDR,08/14/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810219,HDR,08/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5800729,HDR,06/26/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807810,HDR,07/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818063,HDR,09/11/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812592,HDR,08/16/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5801208,HDR,06/28/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816076,HDR,09/01/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814739,HDR,08/26/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5805043,HDR,07/15/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818110,HDR,09/12/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5803029,HDR,07/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5771096,HDR,03/06/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5821172,HDR,09/23/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813676,HDR,08/22/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5799270,HDR,06/19/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813112,HDR,08/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5818228,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5821230,HDR,09/24/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5815402,HDR,08/30/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814755,HDR,08/26/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797184,HDR,06/10/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812917,HDR,08/17/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5806293,HDR,07/20/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818071,HDR,09/11/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5813209,HDR,08/19/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811533,HDR,08/12/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813510,HDR,08/21/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5810133,HDR,08/07/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803359,HDR,07/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5810466,HDR,08/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814014,HDR,08/23/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5810405,HDR,08/08/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807429,HDR,07/26/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5810320,HDR,08/07/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5816610,HDR,09/05/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816109,HDR,09/01/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5814112,HDR,08/23/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5795737,HDR,06/05/2017,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5815380,HDR,08/29/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5820313,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5821050,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814119,HDR,08/23/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5806611,HDR,07/21/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816299,HDR,09/03/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5815145,HDR,08/29/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810462,HDR,08/08/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5812970,HDR,08/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5805229,HDR,07/17/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813019,HDR,08/18/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797648,HDR,06/13/2017,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5802665,HDR,07/05/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5821037,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5800149,HDR,06/23/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5808977,HDR,08/01/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5796551,HDR,06/07/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5820757,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812916,HDR,08/17/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811543,HDR,08/12/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5801986,HDR,06/30/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811590,HDR,08/12/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5807066,HDR,07/25/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797690,HDR,06/13/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5811606,HDR,08/12/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5806737,HDR,07/22/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5814849,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812195,HDR,08/15/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810907,HDR,08/09/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5780473,HDR,04/07/2017,Pending Fitness Interview,09/05/2017,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5809602,HDR,08/04/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5803232,HDR,07/07/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5803661,HDR,07/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818762,HDR,09/14/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5814956,HDR,08/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5797065,HDR,06/09/2017,Denied,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816296,HDR,09/03/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5798022,HDR,06/14/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5802248,HDR,07/03/2017,Pending Fitness Interview,09/11/2017,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806640,HDR,07/22/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5818413,HDR,09/13/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5811234,HDR,08/11/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5806927,HDR,07/24/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5817608,HDR,09/09/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810656,HDR,08/08/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5810096,HDR,08/07/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5815076,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5818374,HDR,09/12/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5821236,HDR,09/24/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813380,HDR,08/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5815694,HDR,08/30/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5820555,HDR,09/21/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5813653,HDR,08/22/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5813945,HDR,08/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5801610,HDR,06/29/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5804755,HDR,07/14/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819683,HDR,09/18/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819469,HDR,09/18/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5814615,HDR,08/25/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5819959,HDR,09/19/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5804757,HDR,07/14/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815563,HDR,08/30/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806359,HDR,07/21/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5807214,HDR,07/25/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817569,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818938,HDR,09/15/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816162,HDR,09/01/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5801296,HDR,06/28/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816439,HDR,09/05/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810188,HDR,08/07/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814342,HDR,08/24/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797725,HDR,06/13/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5820258,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816222,HDR,09/02/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812035,HDR,08/14/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5802612,HDR,07/05/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5802491,HDR,07/05/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5805691,HDR,07/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820515,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5802863,HDR,07/06/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5817101,HDR,09/07/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819196,HDR,09/16/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5797966,HDR,06/14/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5810395,HDR,08/08/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814825,HDR,08/27/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818961,HDR,09/15/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5812671,HDR,08/17/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817728,HDR,09/10/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5812594,HDR,08/16/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5816587,HDR,09/05/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5798222,HDR,06/14/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817641,HDR,09/09/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814227,HDR,08/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814941,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5813826,HDR,08/22/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5804303,HDR,07/12/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5820995,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819976,HDR,09/19/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5811203,HDR,08/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5813284,HDR,08/20/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5801732,HDR,06/30/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5811777,HDR,08/14/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818788,HDR,09/14/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807035,HDR,07/24/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5803625,HDR,07/10/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5819822,HDR,09/19/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5801056,HDR,06/27/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818653,HDR,09/13/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813334,HDR,08/21/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820957,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820385,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814735,HDR,08/26/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810740,HDR,08/09/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818327,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
